Room Name,D1 Device,Available Ports in D1,Has SW1,Available Ports in SW1
LSB-2021XB,SonyXBR,2,False,0
LSB-2022,Sony Projector No Audio,2,True,2
LSB-2037,Sony Projector No Audio,2,True,2
LSB-2038,Sony Projector No Audio,2,True,1
LSB-2039,Sony Projector No Audio,2,True,2
LSB-2040,Sony PHZ10,2,True,0
LSB-2043,Sony Projector No Audio,2,True,3
LSB-2044XA,Sony PHZ10,2,True,1
LSB-2044XB,SonyXBR,2,False,0
LSB-2044XC,SonyXBR,2,False,0
LSB-2044XD,SonyXBR,2,False,0
LSB-2057,Sony PHZ10,2,True,0
LSB-2058A,SonyXBR,2,False,0
LSB-2058B,SonyXBR,2,False,0
LSB-2058C,SonyXBR,2,False,0
LSB-2061,Sony PHZ10,2,True,0
LSB-2102,Sony Projector No Audio,2,True,1
LSB-2110,SonyXBR,0,False,0
LSB-2111,Sony PHZ10,2,True,1
LSB-2113,Sony PHZ10,2,True,1
LSB-2118,Sony PHZ10,2,True,1
LSB-2129,Sony PHZ10,2,True,1
LSB-2130,Sony VPL,2,True,0
LSB-2133,Sony PHZ10,2,True,1
LSB-2142,Sony Projector No Audio,2,True,1
LSB-2143,Sony VPL,2,True,0
LSB-2144,Sony Projector No Audio,2,True,1
LSB-2145,Sony VPL,2,True,0
LSB-2146,Sony PHZ10,2,True,1
LSB-3031,Sony Projector No Audio,2,True,0
LSB-3117,SonyXBR,2,False,0
LSB-3119,SonyXBR,1,False,0
LSB-4014,Sony VPL,2,True,0
LSB-4020B,SonyXBR,2,False,0
LSB-4133,SonyXBR,2,False,0
LSB-4135,SonyXBR,1,False,0
LSB-4138A,SonyXBR,2,False,0
LSB-5001,SonyXBR,3,True,0
LSB-5015,Sony VPL,2,True,0
LSB-5139,SonyXBR,2,False,0
LSB-5141,SonyXBR,1,False,0
LSGH-114,SonyXBR,1,False,0
LVES-W301,Sony Projector No Audio,2,True,0
MARB-108,Sony Projector No Audio,2,True,0
MARB-109,Sony VPL,2,True,0
MARB-120,Sony Projector No Audio,2,True,0
MARB-121,Sony Projector No Audio,2,True,0
MARB-122,Sony Projector No Audio,2,True,0
MARB-123,Sony Projector No Audio,2,True,0
MARB-126,Sony Projector No Audio,2,True,0
MARB-127,Sony Projector No Audio,2,True,0
MARB-128,Sony Projector No Audio,2,True,0
MARB-129,Sony Projector No Audio,2,True,0
MARB-130,Sony Projector No Audio,2,True,0
MARB-131,Sony Projector No Audio,2,True,0
MARB-206,Sony Projector No Audio,2,True,0
MARB-207,Sony Projector No Audio,2,True,0
MARB-221,Sony Projector No Audio,2,True,0
MARB-222,Sony Projector No Audio,2,True,0
MARB-B105,Sony Projector No Audio,2,True,0
MARB-B106,Sony Projector No Audio,2,True,1
MARB-B107,Sony Projector No Audio,2,True,0
MARB-B112,Sony Projector No Audio,2,True,0
MARB-B113,Sony Projector No Audio,2,True,0
MARB-B114,Sony Projector No Audio,2,True,0
MARB-B119,Sony Projector No Audio,2,True,0
MARB-B124,Sony Projector No Audio,2,True,0
MB-1011,Sony PHZ10,2,True,2
MB-1111,Sony Projector No Audio,2,False,0
MB-1151,Sony PHZ10,2,True,2
MB-1215,Sony PHZ10,2,True,2
MB-1233,Sony PHZ10,2,True,2
MB-2137,Sony PHZ10,2,True,2
MB-2207,Sony PHZ10,2,True,2
MB-2217,SonyXBR,0,False,0
MB-2221,Sony PHZ10,2,True,2
MB-2231,Sony PHZ10,2,True,2
MB-3039,Sony PHZ10,2,True,2
MB-3041,Sony PHZ10,2,True,2
MB-3213,SonyXBR,0,False,0
MB-3223,Sony PHZ10,2,True,2
MB-4041,Sony PHZ10,2,True,2
MB-4246,Sony PHZ10,2,True,2
MCDB-120,SonyXBR,0,False,0
MCDB-147,SonyXBR,2,False,0
MCDB-206,SonyXBR,2,False,0
MCKB-115,Sony Projector No Audio,2,True,1
MCKB-150,SonyXBR,3,True,0
MCKB-166,Sony VPL,2,True,0
MCKB-168,SonyXBR,3,True,0
MCKB-185,Sony XBR No Audio,3,False,0
MCKB-188,SonyXBR,0,False,0
MCKB-220,SonyXBR,3,True,0
MCKB-221,SonyXBR,2,True,0
MCKB-238,Sony Projector No Audio,2,True,0
MCKB-26,SonyXBR,1,False,0
MCKB-267,SonyXBR,1,False,0
MCKB-270,SonyXBR,1,False,0
MCKB-276,SonyXBR,3,True,0
MCKB-277,SonyXBR,1,False,0
MCKB-280,SonyXBR,1,False,0
MCKB-283,Sony VPL,2,True,0
MCKB-305,SonyXBR,0,False,0
MCKB-307,SonyXBR,0,False,0
MCKB-319,SonyXBR,1,False,0
MCKB-331,SonyXBR,1,False,0
MCKB-341,Sony VPL,1,False,0
MCKB-343,Sony VPL,2,True,0
MCKB-355,Sony Projector No Audio,2,True,0
MLBM-1007,Sony Projector No Audio,2,True,0
MLBM-1104,Sony VPL,2,True,0
MLBM-2002,Sony PHZ10,2,True,0
MLBM-2015,Sony Projector No Audio,2,True,1
MOA-260,Sony Projector No Audio,2,True,0
MOA-386,Sony Projector No Audio,2,True,0
MSRB-123,SonyXBR,1,False,0
MSRB-150,SonyXBR,1,False,0
MSRB-202,Sony VPL,0,False,0
MSRB-211,Sony VPL,2,True,0
MSRB-241,Sony PHZ10,2,True,0
MSRB-250,Sony Projector No Audio,2,True,1
MSRB-302,Sony XBR No Audio,0,False,0
MSRB-321,Sony Projector No Audio,2,True,1
PPCH-144,SonyXBR,3,True,2
RB-106,Sony Projector No Audio,2,True,0
RB-1104,Sony PHZ10,2,True,2
RB-1114,Sony Projector No Audio,2,True,1
RB-1129,SonyXBR,2,True,0
RB-1137N,SonyXBR,3,True,0
RB-1137S,Sony VPL,2,True,0
RB-124,Sony VPL,1,False,0
RB-137A,Sony Projector No Audio,2,False,0
RB-158,Sony XBR No Audio,3,True,0
RB-160,Sony XBR No Audio,3,True,0
RB-162,Sony XBR No Audio,3,True,0
RB-166,SonyXBR,3,True,1
RB-177,Sony Projector No Audio,2,True,1
RB-202,Sony VPL,2,True,0
RB-204,Sony VPL,2,True,0
RB-206,Sony VPL,2,True,0
RB-213B,SonyXBR,1,False,0
RB-214,SonyXBR,2,False,0
RB-2206E,Sony XBR No Audio,3,True,1
RB-2206W,Sony Projector No Audio,2,True,1
RB-227,Sony VPL,2,True,0
RB-257,Sony VPL,2,True,0
RB-267,Sony Projector No Audio,2,True,0
RB-270,SonyXBR,3,True,0
RB-271,Sony Projector No Audio,2,True,0
RB-278,Sony XBR No Audio,3,True,0
RB-281D,Sony XBR No Audio,3,True,0
RB-283,SonyXBR,1,True,0
RMB-104A,SonyXBR,3,True,0
RMB-105XA,Sony PHZ10,1,False,0
RMB-105XB,SonyXBR,1,False,0
RMB-105XC,SonyXBR,2,False,0
RMB-105XD,SonyXBR,2,False,0
RMB-105XE,SonyXBR,1,False,0
RMB-105XF,SonyXBR,2,False,0
ROTC-241,Sony VPL,2,True,0
ROTC-250,Sony VPL,2,True,0
ROTC-261,Sony VPL,2,True,0
SAB-351,Sony Projector No Audio,2,True,0
SFH-106E,SonyXBR,1,False,0
SFH-191,Sony PHZ10,2,True,1
SFH-193,Sony PHZ10,2,True,0
SFH-201,Sony Projector No Audio,2,True,0
SFH-206E,Sony VPL,0,False,0
SFH-249K,Sony PHZ10,2,True,1
SFH-249L,Sony PHZ10,2,True,0
SFH-249M,Sony PHZ10,2,True,0
SFH-255,Sony PHZ10,2,True,0
SFH-277,Sony VPL,2,True,0
SFH-278XA,SonyXBR,3,True,1
SFH-278XB,SonyXBR,3,True,0
SFH-278XC,SonyXBR,3,True,1
SFH-280,SonyXBR,1,False,0
SFH-281,Sony VPL,2,True,0
SFH-291,Sony Projector No Audio,2,True,0
SFH-293B,Sony XBR No Audio,2,False,0
SFH-36,Sony Projector No Audio,2,True,0
SFH-37,Sony Projector No Audio,2,True,0
SFH-6E,SonyXBR,3,True,0
SLC-101,Sony Projector No Audio,2,True,1
SLC-103,Sony VPL,2,True,0
SLC-301,Sony VPL,2,True,1
SLC-304,Sony VPL,2,True,0
SLC-305,Sony VPL,2,True,2
SLC-306,Sony VPL,2,True,0
SLC-307,Sony VPL,2,True,2
SLC-308,Sony VPL,2,True,0
SLC-309,Sony VPL,2,True,1
SLC-310,Sony VPL,2,True,0
SLC-318,Sony VPL,2,True,0
SLC-345,Sony VPL,2,True,0
SLC-401,Sony VPL,2,True,1
SLC-403,Sony VPL,2,True,0
SLC-404,Sony VPL,2,True,0
SLC-405,Sony VPL,2,True,0
SLC-406,Sony VPL,2,True,1
SLC-407,Sony VPL,2,True,1
SLC-408,Sony VPL,2,True,0
SLC-409,Sony VPL,2,True,0
SLC-410,Sony VPL,2,True,1
SLC-411,Sony Projector No Audio,2,False,0
SLC-412,Sony VPL,2,True,0
SLC-413,Sony VPL,2,True,1
SLC-414,Sony VPL,2,True,1
SLC-415,Sony VPL,2,True,1
SLC-416,Sony VPL,2,True,1
SLC-417,Sony VPL,2,True,0
SLC-418,Sony VPL,2,True,0
SLC-419,Sony VPL,2,True,1
SNLB-122,Sony VPL,2,True,0
SNLB-165,Sony VPL,0,False,0
SNLB-170,Sony VPL,2,True,0
SNLB-219,Sony VPL,2,False,0
SNLB-224,Sony PHZ10,2,True,0
SNLB-230R,Sony VPL,1,False,0
SNLB-235A,Sony VPL,2,True,0
SNLB-255,Sony PHZ10,2,True,1
SNLB-290J,Sony VPL,2,True,0
TLRA-101,SonyXBR,2,False,0
TLRA-102,SonyXBR,2,False,0
TLRA-103,SonyXBR,2,False,0
TLRA-107,SonyXBR,2,False,0
TLRA-110,SonyXBR,2,False,0
TLRA-112,SonyXBR,2,False,0
TLRB-124,SonyXBR,1,False,0
TLRB-125,Sony VPL,2,True,0
TLRB-172,SonyXBR,3,False,0
TLRB-174,SonyXBR,2,False,0
TLRB-176,SonyXBR,3,False,0
TLRB-177,Sony Projector No Audio,2,True,0
TLRB-227,Sony VPL,0,False,0
TLRB-255,SonyXBR,1,False,0
TLRB-279,SonyXBR,3,True,0
TLRB-295,SonyXBR,3,True,0
TMCB-104,Sony VPL,2,True,1
TMCB-1057,SonyXBR,1,False,0
TMCB-1060,SonyXBR,2,False,0
TMCB-1066,SonyXBR,2,False,0
TMCB-108,Sony VPL,2,True,1
TMCB-1100,Fake Display,0,True,0
TMCB-111,Sony VPL,2,True,0
TMCB-1110,Sony Projector No Audio,2,True,1
TMCB-112,Sony VPL,2,True,1
TMCB-1130,Sony Projector No Audio,2,True,1
TMCB-116,Sony VPL,2,True,1
TMCB-1170,Sony Projector No Audio,2,True,2
TMCB-120,Sony VPL,2,True,1
TMCB-121,Sony VPL,2,True,1
TMCB-134,Sony VPL,2,True,1
TMCB-135,Sony VPL,2,True,1
TMCB-136,Sony VPL,2,True,1
TMCB-149,Sony PHZ10,1,False,0
TMCB-154,Sony VPL,2,True,0
TMCB-155A,Sony Projector No Audio,2,True,4
TMCB-173,Sony Projector No Audio,2,True,0
TMCB-186,Sony Projector No Audio,2,True,2
TMCB-197,Sony XBR No Audio,3,True,0
TMCB-203,Sony VPL,2,False,0
TMCB-205,SonyXBR,2,False,0
TMCB-206,SonyXBR,1,False,0
TMCB-2202,SonyXBR,0,False,0
TMCB-223,SonyXBR,1,False,0
TMCB-223J,SonyXBR,1,False,0
TMCB-225,Sony XBR No Audio,3,True,1
TMCB-235,Sony VPL,1,False,0
TMCB-244,Sony VPL,1,False,0
TMCB-256,SonyXBR,2,False,0
TMCB-258,SonyXBR,2,False,0
TMCB-260,SonyXBR,2,False,0
TMCB-265,SonyXBR,2,False,0
TMCB-267,SonyXBR,2,False,0
TMCB-294,Sony VPL,2,False,0
TMCB-299,Sony PHZ10,2,True,0
TMCB-301,Sony PHZ10,2,True,1
TMCB-321XA,SonyXBR,1,False,0
TMCB-321XB,SonyXBR,1,False,0
TMCB-323XA,SonyXBR,1,False,0
TMCB-323XB,SonyXBR,1,False,0
TMCB-328,SonyXBR,1,False,0
TMCB-3302,SonyXBR,1,False,0
TMCB-335,SonyXBR,0,False,0
TMCB-3350,SonyXBR,3,False,0
TMCB-3760,Fake Display,0,True,0
TMCB-U138,Sony Projector No Audio,2,True,0
TMCB-U138A,SonyXBR,1,False,0
TMCB-U154,SonyXBR,1,False,0
TNRB-110,Sony Projector No Audio,2,True,2
TNRB-120,Sony Projector No Audio,2,True,2
TNRB-130,Sony Projector No Audio,2,True,2
TNRB-151,Sony Projector No Audio,2,True,0
TNRB-164,Sony VPL,2,True,0
TNRB-170,Sony Projector No Audio,2,True,2
TNRB-174,Sony Projector No Audio,2,True,2
TNRB-180,Sony Projector No Audio,2,True,2
TNRB-184,Sony Projector No Audio,2,True,1
TNRB-210,Sony Projector No Audio,2,True,2
TNRB-220,Sony Projector No Audio,2,True,2
TNRB-230,Sony Projector No Audio,2,True,2
TNRB-240,SonyXBR,3,True,0
TNRB-251,Sony Projector No Audio,2,True,0
TNRB-260,Sony Projector No Audio,2,True,2
TNRB-264XA,SonyXBR,1,False,0
TNRB-264XB,SonyXBR,2,False,0
TNRB-264XC,SonyXBR,2,False,0
TNRB-270,Sony Projector No Audio,2,True,2
TNRB-280,Sony Projector No Audio,2,True,2
TNRB-284,Sony Projector No Audio,2,True,2
TNRB-290,SonyXBR,1,False,0
TNRB-314,SonyXBR,3,False,0
TNRB-316,SonyXBR,3,False,0
TNRB-324,Sony PHZ10,2,True,0
TNRB-332XA,SonyXBR,1,False,0
TNRB-332XB,SonyXBR,1,False,0
TNRB-360H,SonyXBR,1,False,0
TNRB-374XA,Sony VPL,2,True,0
TNRB-374XB,SonyXBR,2,False,0
TNRB-374XC,SonyXBR,2,False,0
TNRB-374XD,SonyXBR,2,False,0
TNRB-374XE,SonyXBR,2,False,0
TNRB-447,Sony Projector No Audio,2,True,0
TNRB-484XA,Sony VPL,2,True,0
TNRB-484XB,SonyXBR,2,False,0
TNRB-484XC,SonyXBR,2,False,0
TNRB-484XD,SonyXBR,2,False,0
TNRB-484XE,SonyXBR,2,False,0
TNRB-625,SonyXBR,2,False,0
TNRB-674,SonyXBR,2,False,0
TNRB-675,SonyXBR,2,False,0
TNRB-710,Sony VPL,2,False,0
TNRB-750,SonyXBR,3,True,3
TNRB-775,SonyXBR,3,True,0
TNRB-W108,Sony Projector No Audio,2,True,2
TNRB-W110,Sony Projector No Audio,2,True,2
TNRB-W118,Sony Projector No Audio,2,True,2
TNRB-W122,Sony Projector No Audio,2,True,2
TNRB-W139,Sony PHZ10,1,False,0
TNRB-W208,Sony Projector No Audio,2,True,2
TNRB-W210,Sony Projector No Audio,2,True,2
TNRB-W237,Sony PHZ10,1,False,0
TNRB-W240,Sony Projector No Audio,2,True,2
TNRB-W241,Sony PHZ10,1,False,0
TNRB-W242,Sony Projector No Audio,2,True,2
TNRB-W308,Sony Projector No Audio,2,True,2
TNRB-W310,Sony Projector No Audio,2,True,2
TNRB-W328,Sony Projector No Audio,2,True,0
TNRB-W357,SonyXBR,2,False,0
TNRB-W408,Sony Projector No Audio,2,False,0
TNRB-W459,Sony PHZ10,1,False,0
TNRB-W461,Sony PHZ10,1,False,0
UPB-269,Sony Projector No Audio,2,True,0
UPC-177,SonyXBR,0,False,0
UPC-201,Sony VPL,1,False,0
UPC-203,Sony VPL,1,False,0
UPC-205,Sony VPL,1,False,0
UPC-211,Sony VPL,1,False,0
UPC-229,Sony VPL,2,True,0
UPC-244,Sony VPL,1,False,0
UPC-250,Sony VPL,1,False,0
UPC-263,Sony PHZ10,2,True,1
UPC-264,Sony VPL,1,True,1
UPC-271,Sony VPL,1,False,0
UPC-273,Sony VPL,1,False,0
UPC-275,Sony VPL,1,False,0
UPC-313,Sony VPL,2,True,0
UPC-348,Sony VPL,1,False,0
USB-176,SonyXBR,1,False,0
USB-292,SonyXBR,2,False,0
WCAS-110,Sony PHZ10,1,False,0
WCCB-1070,Sony PHZ10,1,False,0
WCCB-1080,Sony PHZ10,2,True,2
WCCB-1090,Sony PHZ10,2,True,2
WCCB-1327,Sony PHZ10,1,False,0
WCCB-2182,Sony PHZ10,2,True,0
WCCB-2187,Sony PHZ10,1,False,0
WCCB-2188,Sony PHZ10,2,True,0
WCCB-2316,Sony PHZ10,2,True,2
WCCB-2317,Sony PHZ10,2,True,2
WCCB-2318,Sony PHZ10,2,True,2
WCCB-2322,Sony PHZ10,1,False,0
WCCB-2323,Sony PHZ10,2,True,2
WCCB-2325,Sony PHZ10,2,True,2
WCCB-2327,Sony Projector No Audio,2,True,2
WCCB-2333,Sony PHZ10,1,False,0
WCCB-2343,Sony PHZ10,1,False,0
WCCB-2350,Sony PHZ10,2,True,2
WCCB-2351,Sony PHZ10,1,False,0
WCO-103,SonyXBR,1,False,0
WCO-155,SonyXBR,1,False,0
WCO-164,SonyXBR,1,False,0
WSC-1081,SonyXBR,3,False,0
WSC-1140,SonyXBR,1,False,0
WSC-1142,SonyXBR,1,False,0
WSC-1144,SonyXBR,1,False,0
WSC-1160,SonyXBR,1,False,0
WSC-1169,Sony XBR No Audio,3,True,0
WSC-1503A,SonyXBR,1,False,0
WSC-1510,Sony PHZ10,2,True,0
WSC-2010XA,Sony VPL,1,False,0
WSC-2010XB,Sony XBR No Audio,3,True,2
WSC-2020,SonyXBR,2,False,0
WSC-2034,pjlink-projector,2,True,0
WSC-2050,Fake Display,0,True,0
WSC-2400XA,SonyXBR,1,False,0
WSC-2400XB,SonyXBR,1,False,0
WSC-2420,Sony XBR No Audio,3,True,1
WSC-3211,Sony Projector No Audio,2,True,1
WSC-3220,Sony Projector No Audio,2,True,0
WSC-3222,Sony Projector No Audio,2,True,0
WSC-3223,Sony Projector No Audio,2,True,0
WSC-3224,Sony Projector No Audio,2,True,0
WSC-3228,Sony Projector No Audio,2,True,1
WSC-3250,Sony VPL,2,True,1
WSC-3252,Sony VPL,2,True,1
WSC-3260,Sony VPL,1,False,0
WSC-3280,Sony PHZ10,2,True,0
WSC-3290,Sony PHZ10,2,True,0
WSC-3302,SonyXBR,1,False,0
WSC-3380,Sony Projector No Audio,2,True,0
WSC-3530,SonyXBR,1,False,0
WSC-3988,SonyXBR,0,False,0
WSC-5519,Sony Projector No Audio,2,True,0
WSC-5528,Sony XBR No Audio,3,True,0
WVB-1102,SonyXBR,0,False,0
WVB-1128,SonyXBR,1,False,0
WVB-1131,Sony PHZ10,1,False,0
WVB-1133,Sony PHZ10,2,True,1
WVB-1140,Sony PHZ10,1,False,0
WVB-1144,Sony PHZ10,2,True,1
WVB-1146XA,SonyXBR,2,False,0
WVB-1146XB,SonyXBR,2,False,0
WVB-1146XC,SonyXBR,2,False,0
WVB-1155,Sony Projector No Audio,2,False,0
WVB-1159,Sony PHZ10,2,True,0
WVB-1161,Sony Projector No Audio,2,True,2
WVB-1162XA,SonyXBR,2,False,0
WVB-1162XB,SonyXBR,2,False,0
WVB-1162XC,SonyXBR,2,False,0
WVB-1162XD,SonyXBR,2,False,0
WVB-1162XE,SonyXBR,2,False,0
WVB-1162XF,SonyXBR,2,False,0
WVB-1164XA,SonyXBR,2,False,0
WVB-1164XB,SonyXBR,2,False,0
WVB-1164XC,SonyXBR,2,False,0
WVB-1164XD,SonyXBR,2,False,0
WVB-1164XE,SonyXBR,2,False,0
WVB-1164XF,SonyXBR,2,False,0
WVB-1166,Sony PHZ10,2,True,1
WVB-2115,SonyXBR,2,False,0
WVB-2116,SonyXBR,2,False,0
WVB-2123,SonyXBR,2,False,0
WVB-2126,SonyXBR,2,False,0
WVB-2145,Sony PHZ10,2,True,2
WVB-2160,SonyXBR,2,False,0
WVB-2174,SonyXBR,0,False,0
WVB-2183,SonyXBR,2,False,0
WVB-2187,SonyXBR,2,False,0
WVB-2194,SonyXBR,2,False,0
